user,date,text,latitude,longitude
herada,Sun Aug 11 15:12:03 +0000 2019,"Are you ready BFA Kanwil 6 Jateng Yogyakarta?

#BFA7BTN #BTNKANWIL6 #BANKBTN #BTNSYARIAH @ Jakarta  Indonesia https://t.co/QYdPql9a8o",-6.1803,106.8233
FaredOke,Sun Aug 11 15:09:11 +0000 2019,"PUMA MUSE SHANTEL MARTIN
Premium Quality
Kategori SNEAKERS
IDR 600 000
Free Box
Free ONGKIR #jabodetabek dan… https://t.co/WX5Wusorm4",-6.1803,106.8233
debbyrusdiani9,Sun Aug 11 15:06:30 +0000 2019,:g haturnuhun @ Jakarta  Indonesia https://t.co/HQuU9YKu94,-6.1803,106.8233
Adri_Istambul,Sun Aug 11 15:00:24 +0000 2019,"Selesai sholat Idul Adha di Mesjid Istiqlal Jakarta bersama ananda Surya dan Jenta 
#cintanandebayang @ Jakarta  In… https://t.co/O3BpV3TO8I",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:52:59 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/9WjhXftMfB",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:51:37 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/wUekokaPWq",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:50:30 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/ZvGz9dGFzi",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:48:17 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/WtpuGAPMbL",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:45:56 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/JVEYTCSigW",-6.1803,106.8233
JuloMN,Sun Aug 11 14:45:11 +0000 2019,"It's a good life 
.
#instaphoto @ Jakarta  Indonesia https://t.co/0iJljwCuBT",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:44:02 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/IKzyHZ96hv",-6.1803,106.8233
FadhilTama28_,Sun Aug 11 14:42:52 +0000 2019,Yaps thats true @ Jakarta  Indonesia https://t.co/Qlap7y3VkC,-6.1803,106.8233
charlesbonar,Sun Aug 11 14:42:29 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/gnYKTEtBPA",-6.1803,106.8233
debbyrusdiani9,Sun Aug 11 14:42:22 +0000 2019,🙏🏻🙏🏻🙏🏻 @ Jakarta  Indonesia https://t.co/CL2wQgYnsf,-6.1803,106.8233
charlesbonar,Sun Aug 11 14:40:44 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/mLl3QgOf8Z",-6.1803,106.8233
debbyrusdiani9,Sun Aug 11 14:39:17 +0000 2019,"Haturnuhun
♥️ Format order :
Nama Penerima :
Alamat :
Kecamatan :
Kota :
Kode Pos :
No telp penerima :

Barang yg m… https://t.co/gtFeS4bwkh",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:38:24 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/4s20l2V2e7",-6.1803,106.8233
bejanawaktu,Sun Aug 11 14:38:01 +0000 2019,Last year  i decided to quit office work and wanted to be a stage photographer. After all the rejections and one mo… https://t.co/77CjYuByB9,-6.1803,106.8233
FaredOke,Sun Aug 11 14:37:25 +0000 2019,"Nike Pegasus 35 Turbo Gyakusou
Premium Quality
Kategori SNEAKERS
IDR 620 000
Free Box
Free ONGKIR #jabodetabek dan… https://t.co/vxHd0VJWCp",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:36:55 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/tJAj5tKEuP",-6.1803,106.8233
charlesbonar,Sun Aug 11 14:35:48 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/iLlearXWZa",-6.1803,106.8233
debbyrusdiani9,Sun Aug 11 14:34:26 +0000 2019,"Haturnuhun ka
♥️ Format order :
Nama Penerima :
Alamat :
Kecamatan :
Kota :
Kode Pos :
No telp penerima :

Barang y… https://t.co/3WEvxoAMfD",-6.1803,106.8233
dokter_prima,Sun Aug 11 14:16:20 +0000 2019,""" Kurban ""

Allâhumma hâdzihî minka wa ilaika  fataqabbal minnî yâ karîm “Ya Tuhanku  hewan ini adalah nikmat dari-… https://t.co/cUSiX900cN",-6.1803,106.8233
kurnkopsbay,Sun Aug 11 14:12:54 +0000 2019,Diantara sebuah perahu   satu sandal jepit dan seorang wanita yang tanpa sadar ikut ikutan di foto   daku mencari t… https://t.co/0iMQHUMD1p,-6.1803,106.8233
xwhiiiiiiin,Sun Aug 11 14:03:54 +0000 2019,BTS again 📣 @CGV_ID bts.bighitofficial #BRINGTHESOUL_THEMOVIE @ Jakarta  Indonesia https://t.co/J5rg280XZ5,-6.1803,106.8233
dimassetiaditya,Sun Aug 11 13:59:28 +0000 2019,"Sampe kost  anak-anak kost lagi pada nyate di depan kamar.
Alamat dapet jatah preman nih 🤣🤣🤣 @ Jakarta  Indonesia https://t.co/cwiYNI87Xv",-6.1803,106.8233
_hereISme_,Sun Aug 11 13:57:04 +0000 2019,Reposted from @stefankunz15 (get_regrann)  -  ⭐️ INTERNATIONAL IPAD PRO GIVEAWAY! ⭐️ #stefankunzgiveaway2 @ Jakarta… https://t.co/YcSI3nPv03,-6.1803,106.8233
GaGavo,Sun Aug 11 13:53:58 +0000 2019,its been a while.. Hello it’s me https://t.co/QHTYAr60au,-6.17663,106.837189
maman_hakim666,Sun Aug 11 13:52:06 +0000 2019,Allah Ta’ala berfirman  “Apabila kamu telah menyelesaikan ibadah hajimu  maka berzikirlah (dengan menyebut) Allah … https://t.co/2tV4KrLGxc,-6.1803,106.8233
HaqueMarissa,Sun Aug 11 13:51:41 +0000 2019,"#Repost @sherinasinna (get_repost) Cats cats cats cats 
.
Daster 
.
Cats cats cats cats
.
 📹: triawanmunaf  @ Jakar… https://t.co/AGvoyMIXYO",-6.1803,106.8233
FaredOke,Sun Aug 11 13:50:15 +0000 2019,"GUCCI RHYTON SNEAKERS
Premium Quality
Kategori SNEAKERS
IDR 750 000
Free Box
Free ONGKIR #jabodetabek dan… https://t.co/qKJl30fUXy",-6.1803,106.8233
FaredOke,Sun Aug 11 13:46:05 +0000 2019,"GUCCI RHYTON SNEAKERS
Premium Quality
Kategori SNEAKERS
IDR 750 000
Free Box
Free ONGKIR #jabodetabek dan… https://t.co/ySMXYSIWs1",-6.1803,106.8233
Mulkiii17,Sun Aug 11 13:45:31 +0000 2019,".
Microphone + Coffee
.
DM or Email us if you need a design
abdulmulki816@gmail.com
.
Available on Shutterstock
.… https://t.co/o64pQExsXK",-6.1803,106.8233
alphatech_group,Sun Aug 11 13:42:45 +0000 2019,"#VivoV15Pro vs #OnePlus7Pro 🔥
⠀
Flat vs Curved display 💙
⠀
What is your choice and why? 👇🏻
.
.
📽Vid from: bengeskin… https://t.co/JdrNgKEF0J",-6.1803,106.8233
FaredOke,Sun Aug 11 13:40:33 +0000 2019,"Louis Vuitton Runaway SNEAKERS
Premium Quality
Kategori SNEAKERS
IDR 500 000
Free Box
Free ONGKIR #jabodetabek dan… https://t.co/rIPmkOPryo",-6.1803,106.8233
MahirBLUES,Sun Aug 11 13:39:51 +0000 2019,With stevenbenellen &amp; 1979 @gibsonguitar Les Paul Custom 20th Anniversary @sonnypurnara #midorijapaneserestaurant… https://t.co/45spnDUwAc,-6.18674611,106.82642492
AlamDewataBand,Sun Aug 11 13:38:48 +0000 2019,Matur Suksma leeyonk_sinatraofficial @ Pura Aditya Jaya https://t.co/0YxuvqdAzn,-6.18441906,106.81967846
JuloMN,Sun Aug 11 13:38:31 +0000 2019,"You are God immanuel
.
#immanuel #dove #unsplash @ Jakarta  Indonesia https://t.co/bH0UdlwE8M",-6.1803,106.8233
charlesbonar,Sun Aug 11 13:34:22 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/sN0WW2SiMv",-6.1803,106.8233
apzapriil,Sun Aug 11 13:32:33 +0000 2019,"Its like a dream..
Bertahun2 gak ketemu.

Sahabat dr jaman dikampus.
Meskipun kita beda jurusan..
Tapi satu tongkro… https://t.co/OZ9LI0sw94",-6.1803,106.8233
rafimuhammad38,Sun Aug 11 13:22:09 +0000 2019,Selamat lebaran haji gengs!!🐄🐐 @ Jakarta  Indonesia https://t.co/7XalyahVAf,-6.1803,106.8233
Memoirsafter20,Sun Aug 11 13:20:47 +0000 2019,Terimakasih Tuhan  sudah membawa langkah menjadi kelana ke jalanan masa kecil dulu. Mengingatkan kepada kenangan  m… https://t.co/61TTeWVUtX,-6.1803,106.8233
DeddyPardede,Sun Aug 11 13:18:12 +0000 2019,I'm at Nasi Goreng Gila Jl Sabang in Menteng  Jakarta Pusat https://t.co/IerbuzyVyY,-6.18678697,106.82523826
AdheTora,Sun Aug 11 13:16:59 +0000 2019,"Kalau disuruh pilih MAKMUM SHORT MOVIE atau MAKMUM THE MOVIE  rizapahlevi PILIH APA YA? 🤔
•••
Penasaran deh  BERAPA… https://t.co/KmYU0mlQzy",-6.1803,106.8233
dibi_one,Sun Aug 11 13:13:28 +0000 2019,"04.08.19  Coaching Relawan Kemanusian dan Guru TK/ RA Binaan Bazma Pertamina @bazmapertamina .
.
Hijrah Coach… https://t.co/0QTj6bnMZg",-6.17322497,106.83192738
saidululum,Sun Aug 11 13:10:29 +0000 2019,"journey
.

#digital #youtube #entrepreneur #crafts #positivemindset #awesome #entrepreneurlifestyle… https://t.co/pTvNK3iMv4",-6.1803,106.8233
ardimartin,Sun Aug 11 13:10:24 +0000 2019,Sungguh beruntung perempuan ini marianaresli bisa terlibat dalam produksi film PEREMPUAN TANAH JAHANAM karya Mas… https://t.co/GsTRHCOcFY,-6.1803,106.8233
charlesbonar,Sun Aug 11 13:08:21 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/5uJRf5zZkz",-6.1803,106.8233
venamonica,Sun Aug 11 13:06:20 +0000 2019,#beyondblessed23💞 @ Jakarta  Indonesia https://t.co/oWDNQBtVR3,-6.1803,106.8233
OmandOmend,Sun Aug 11 13:02:26 +0000 2019,"Imam Besar Umat Islam Indonesia
Al Habib Muhammad Rizieq Syihab
Semoga Allah memberikan kesehatan beliau dan keluar… https://t.co/GU69FayxVa",-6.1803,106.8233
eddimak,Sun Aug 11 13:00:24 +0000 2019,"@arsenal first match this season.. COYG.

#arsenal #gunners #gooners #goonersindonesia @ Jakarta  Indonesia https://t.co/tzJlkO9CsN",-6.1803,106.8233
eddimak,Sun Aug 11 13:00:24 +0000 2019,"@arsenal first match this season.. COYG.

#arsenal #gunners #gooners #goonersindonesia @ Jakarta  Indonesia https://t.co/tzJlkO9CsN",-6.1803,106.8233
charlesbonar,Sun Aug 11 12:59:35 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/A7QfpZxU49",-6.1803,106.8233
atmaja2013,Sun Aug 11 12:59:30 +0000 2019,Air padamkan api dari kemurkaan. Air menghilangkan dahaga dan memberikan kesejukan. Air membenamkan ketinggian dari… https://t.co/c6y005sZwY,-6.1803,106.8233
charlesbonar,Sun Aug 11 12:57:40 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/t8tfpPUNIX",-6.1803,106.8233
linimasakata,Sun Aug 11 12:47:15 +0000 2019,"""..tersenyum dan tertawalah sebelum senyum dan tawa kalian  itu dilarang oleh pemerintah dan dianggap anarkis."" @ J… https://t.co/ZDMAKh4ZBc",-6.1803,106.8233
charlesbonar,Sun Aug 11 12:46:46 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/azVlGn5v49",-6.1803,106.8233
linadelinquent,Sun Aug 11 12:45:57 +0000 2019,"Selamat Hari Raya Idul Adha 🐐🐄
.
.
.
.
#keanu #baby #boy #bajukoko #peci @ DKI Jakarta https://t.co/Hz6gSGYfwz",-6.17148,106.82649
bennybarat,Sun Aug 11 12:27:06 +0000 2019,"The Empress of China
.
.
Muse: @kiranastella
Event: 1st Anniversary https://t.co/CrB5KJMXkE
Concept:… https://t.co/V2UUoxsaJE",-6.174124,106.811897
rizaahmadmusic,Sun Aug 11 12:25:10 +0000 2019,My Logo 🎧📷☕🙏 #Tutorial #GuitarTips #GuitarDojo #ClassicalDojo #GitarKlasik #ClassicalGuitar  #Guitarist… https://t.co/XLAY1kRvnS,-6.1803,106.8233
rizaahmadmusic,Sun Aug 11 12:24:29 +0000 2019,"My Logo 🎧📷☕🙏

#Tutorial #GuitarTips #GuitarDojo #ClassicalDojo #GitarKlasik #ClassicalGuitar   #Guitarist… https://t.co/e7fYdz3b6h",-6.1803,106.8233
Ilhamrahmadhany,Sun Aug 11 12:23:28 +0000 2019,"Sedang mencoba membongkar pertahanan solid di hatimu  agar lekas diriku yg selalu menemani keseharianmu🤢🤮
▪️
▪️
📸 d… https://t.co/IqMekxNVdp",-6.1803,106.8233
charlesbonar,Sun Aug 11 12:19:07 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/XZaAxm6U7w",-6.1803,106.8233
ramadachi15,Sun Aug 11 12:16:15 +0000 2019,"Tahun ini akan menjadi tahun ke-74 Indonesia merdeka.
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
Soon Independence day two thousand a… https://t.co/hCSOk9fHtR",-6.1803,106.8233
charlesbonar,Sun Aug 11 12:14:12 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/v8zxIDfl1p",-6.1803,106.8233
charlesbonar,Sun Aug 11 12:11:40 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/KMWjsfZ6Lb",-6.1803,106.8233
Fukphin,Sun Aug 11 12:09:59 +0000 2019,"Next

baksorusuk_sunangiri @ Jakarta  Indonesia https://t.co/tTTucEkYiu",-6.1803,106.8233
Fukphin,Sun Aug 11 12:07:39 +0000 2019,Just posted a photo @ Jakarta  Indonesia https://t.co/4kbUgc5GF1,-6.1803,106.8233
charlesbonar,Sun Aug 11 12:07:23 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/0rIAhP9SFo",-6.1803,106.8233
charlesbonar,Sun Aug 11 12:04:19 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/uDVyxawhIp",-6.1803,106.8233
Aiisyah_7,Sun Aug 11 12:01:28 +0000 2019,Yang terpenting aku sudah berniat baik untuk tetap peduli  perihal tidak dihargai? It's oke  aku sudah sangat terbi… https://t.co/r1JPqv6gLC,-6.17540278,106.82711389
rejajokes,Sun Aug 11 11:59:51 +0000 2019,"Ini adalah salah satu yang menarik perhatian eug di Musium Taman Prasasti.

kanan: peti jenazah milik Ir. Soekarno… https://t.co/PoONjLkEj7",-6.17238231,106.8193537
ayparla,Sun Aug 11 11:57:27 +0000 2019,nothing weird  just updating my own composite card #ashfi🔮 i am my own agent for now 🥳✨ #crownyourself… https://t.co/s6j7E32WeW,-6.1803,106.8233
charlesbonar,Sun Aug 11 11:55:46 +0000 2019,"2 DAYS WORKSHOP ""THE POWER OF PUBLIC SPEAKING WORKSHOP with @charlesbonar 
@charlesbonar

SELASA &amp; RABU  
6 &amp; 7 AGU… https://t.co/FJNHIHijvK",-6.1803,106.8233
Aries_BKSS,Sun Aug 11 11:44:13 +0000 2019,Biar Kaya Orang - Orang 😁 @ Monumen Nasional https://t.co/7d8Rl3Lduw,-6.17540278,106.82711389
zainhnm,Sun Aug 11 11:37:32 +0000 2019,Belom nyate udah gendut @ Jakarta  Indonesia https://t.co/4eJOiaonje,-6.1803,106.8233
LiendhaFAD,Sun Aug 11 11:36:47 +0000 2019," . 
.🙈Bare Face🙈 @ Jakarta  Indonesia https://t.co/31P3ZhsUnV",-6.1803,106.8233
frikarashi,Sun Aug 11 11:34:29 +0000 2019,Eid Mubarak! It's maybe a bit off topic  but I felt obliged to share some--if not a little-- trivia about this day.… https://t.co/ksyZhjovlr,-6.1803,106.8233
troy_betan,Sun Aug 11 11:33:55 +0000 2019,Love song from the middle of nowhere... @ Jakarta  Indonesia https://t.co/73Yid0FExH,-6.1803,106.8233
Riosuryantoro,Sun Aug 11 11:33:16 +0000 2019,IED MUBARAK!! Selamat Idul Adha 1440 H/2019 M! Alhamdulillaah masih bisa menikmati hari besar bersama keluarga  sem… https://t.co/Y6qUzW0y3h,-6.1803,106.8233
maman1965,Sun Aug 11 11:31:15 +0000 2019,"Sebenarnya hijrah sebagai gaya hidup itu boleh atau tidak? Bagaimana menurut Anda?
.
Saksikan Q &amp; A episode ""Hijrah… https://t.co/cSGlbeSZu1",-6.1874929,106.82364922
Fukphin,Sun Aug 11 11:27:36 +0000 2019,soerabienhaii @ Jakarta  Indonesia https://t.co/6jdgp1lMFf,-6.1803,106.8233
shadadGR,Sun Aug 11 11:18:06 +0000 2019,Sebagai Menteri Perindustrian RI sekaligus Ketua Partai Golkar beliau tidak pernah mengangkat dagu. Maka dari itu s… https://t.co/aBCaSbVdlV,-6.1803,106.8233
fauzanhaqali,Sun Aug 11 11:17:44 +0000 2019,"Selamat Hari Raya Idul Adha~
Taqabballahu Minna Waminkum Minal Aidzin Wal Faidzin 😇 @ Jakarta  Indonesia https://t.co/4PFd76GMJj",-6.1803,106.8233
rulyferdian,Sun Aug 11 11:14:45 +0000 2019,silahkan di pesan khusus kawasan DKI open PO kirim Senin sampai Jumat dengan layanan gojek and grab  same-day servi… https://t.co/LBy244rOed,-6.1803,106.8233
Fukphin,Sun Aug 11 11:08:43 +0000 2019,"soerabibandungenhaiibkt 
#soerabibandungenhaii @ Jakarta  Indonesia https://t.co/OSLkqlEJhq",-6.1803,106.8233
rulyferdian,Sun Aug 11 11:06:42 +0000 2019,"100% Durian Kupas dari Sumatra kami jamin kualitas Manis dan legit.......
#kuluner #enak #murah #maknyus @ Jakarta … https://t.co/ZieckkN9RI",-6.1803,106.8233
BeritaApdet,Sun Aug 11 10:55:03 +0000 2019,207 Petugas Gabungan Periksa Daging Kurban di Jaktim https://t.co/rr5XciP19I via @BeritaJakarta https://t.co/IaYnHq50zl,-6.17537164,106.82714939
Yumagfie,Sun Aug 11 10:52:53 +0000 2019,"Keluarga Besar Baco Sippung
Idul Qurban 1440 H
11 Agustus 2019 @ Jakarta  Indonesia https://t.co/4IVFiGn8xV",-6.1803,106.8233
penuhcandatawa,Sun Aug 11 10:48:35 +0000 2019,Happy Eid al Adha Mubarak Everyone @ Jakarta  Indonesia https://t.co/d7nD0NhQKe,-6.1803,106.8233
tofasetiyawan,Sun Aug 11 10:39:14 +0000 2019,"11-08-2019
Evening Universe???
💖Eid Al Adha Mubarak Edition💖
Inilah Mister Teen Indonesia 2019 ardian_bissell . Loo… https://t.co/T5QHduRqFX",-6.1803,106.8233
Anangdisini,Sun Aug 11 10:38:16 +0000 2019,Just posted a photo @ Jakarta  Indonesia https://t.co/bvkmol3c3Y,-6.1803,106.8233
Racheljait,Sun Aug 11 10:29:21 +0000 2019,Just posted a photo @ Jakarta  Indonesia https://t.co/ouEIU2kWXe,-6.1803,106.8233
Yudi_PJ,Sun Aug 11 10:11:21 +0000 2019,Jetleg 💆‍♂️💆‍♀️ @ Stasiun Kereta Gambir https://t.co/ZojZ0RhElD,-6.17691873,106.83074911
Racheljait,Sun Aug 11 10:02:07 +0000 2019,"Belajar jepret dulu 📸 😁
Slide 1 penuh perjuangan utk mengambil gambar dan hasilnya dislide berikutnya➡️➡️ enjoyyyyy… https://t.co/v39BKLhS9z",-6.1803,106.8233
StanChartJobs,Sun Aug 11 10:02:01 +0000 2019,We're hiring! Read about our latest job opening here: Collector  Field-Collection - https://t.co/lFpsvwS0ZX #FinTech #Legal,-6.1744651,106.822745
nuse7en_band,Sun Aug 11 09:53:57 +0000 2019,tonite https://t.co/mMWuPmT3WE #sunday 11 August ‘19  #regularband #livemusic #band #music #musicians #jakarta… https://t.co/Ipp6RzM2dk,-6.18333333,106.83333333
Chairinnisardn,Sun Aug 11 09:53:38 +0000 2019,hi max🐶 @ Jakarta  Indonesia https://t.co/VbhBpyo2M8,-6.1803,106.8233
rahmi_agustin,Sun Aug 11 09:25:53 +0000 2019,(Q.S 14:7) @ Jakarta  Indonesia https://t.co/Rm1bN68kvb,-6.1803,106.8233
rahmi_agustin,Sun Aug 11 09:25:37 +0000 2019,Untuk menjadi team yg kuat  memang harus saling menguatkan. Sumbing di satu sisi  namun saling mengisi  agar tidak… https://t.co/ZsKZeNnmVJ,-6.1803,106.8233
ibnuakmal,Sun Aug 11 09:24:21 +0000 2019,"No matter what  you gotta love ❤️ yourself

Hari libur emang enaknya santai barengan orang-orang terdekat. Tapi kal… https://t.co/wV3yXnB9NP",-6.1849,106.82269
debbyrusdiani9,Sun Aug 11 09:22:45 +0000 2019,Alhamdulilah @ Jakarta  Indonesia https://t.co/vHLqUZDNtt,-6.1803,106.8233
ajieyoga,Sun Aug 11 09:16:34 +0000 2019,"Ayo dipilih-dipilih mau dimana 
.
.
.
.
#like4likes #likeforlikeback #likelike #like4follow #liker  #jakarta… https://t.co/x9fhNPk5rl",-6.1803,106.8233
dhiemcandra,Sun Aug 11 09:11:47 +0000 2019,Selamat Idul Adha untuk semua kawan-kawanku yang merayakan..selamat berkurban dan makan daging...😋 dari saya yang g… https://t.co/fJLf69Qygb,-6.186319,106.83097
yuanhisuzaya,Sun Aug 11 09:10:11 +0000 2019,In the life of 'ME'. Seven days  seven photos in black &amp; white of everyday life. No Explanations. Today I challenge… https://t.co/DmJH41sadi,-6.1803,106.8233
irwanindiarto1,Sun Aug 11 09:08:46 +0000 2019,Meskipun ada monas  tetep aja fokusnya ke kamu 💕 @ Monas https://t.co/1nj1mkGH6p,-6.17672705,106.82596867
irwanindiarto1,Sun Aug 11 09:08:46 +0000 2019,Meskipun ada monas  tetep aja fokusnya ke kamu 💕 @ Monas https://t.co/1nj1mkGH6p,-6.17672705,106.82596867
AudhikaT,Sun Aug 11 09:07:11 +0000 2019,Assalamu'alaikum Wr Wb.. Perkenalkan nama saya Tania  usia 24 tahun asal dari Bekasi  salah satu peserta Muslimah F… https://t.co/tFriJdcDo4,-6.1803,106.8233
ichwansyahalam,Sun Aug 11 08:55:56 +0000 2019,"foto dulu Sama Anak Gadis Cantik Allexa.. 
.
.
.
#allexaalamnathania #sudahtidakbayilagi #janganlupabahagia… https://t.co/ZZvFdtrifF",-6.1803,106.8233
yeniart_,Sun Aug 11 08:50:30 +0000 2019,"CELANOZ PENGHEMAT BBM 🚙🛵
Pakai ini pengeluaran Bensin lebih hemat 
Rp 99.000-720.000.

MEMBERSIHKAN RUANG PEMBAKARA… https://t.co/UwFlpVL6IH",-6.1803,106.8233
benychaniago36,Sun Aug 11 08:46:21 +0000 2019,#sajak #bait #paragraf #rima @ Tanah Rendah Indrapura https://t.co/zsHtsBdWD1,-6.18495,106.81303
risthanestika,Sun Aug 11 08:46:20 +0000 2019,Happy Ied adha semuanya !!! Inget yaa yg dikurban itu hewan bukan perasaan !! 🐑🐃 @ Jakarta  Indonesia https://t.co/PQGZ2Mz0HE,-6.1803,106.8233
Papa_Cahyo,Sun Aug 11 08:40:37 +0000 2019,Semangat Pagi tadi  sholat ied di Plaza Barat Kantor Walikota Kota Administrasi Jakarta Utara.… https://t.co/01uo9fjvd8,-6.1803,106.8233
CoachTerech,Sun Aug 11 08:37:01 +0000 2019,Enjoying the World Reformed Fellowship General Assembly here in Jakarta. They have reminded us well of our theologi… https://t.co/73iirbY2jd,-6.1803,106.8233
ardhian_sjah,Sun Aug 11 08:30:23 +0000 2019,"#Repost @ustadzkhalid (get_repost)
・・・
Berlomba-lomba dalam kebaikan dengan share  tag  mention ke orang lain. 1 or… https://t.co/v5UGZ2Esac",-6.1803,106.8233
ujangrusmana87,Sun Aug 11 08:30:21 +0000 2019,"""Saat kamu tidak menemukan solusi untuk masalahmu  mungkin bukan masalah yang harus dipecahkan  tapi kenyataan yang… https://t.co/kMqI7GBAh7",-6.1803,106.8233
adindaMsari,Sun Aug 11 08:25:54 +0000 2019,Selamat hari raya idul adha 1440 h semoga kurban yang dijalankan mendapatkan keberkahan dan selamat berkumpul bersa… https://t.co/TUOi5TtMjE,-6.1803,106.8233
tikaputriii_,Sun Aug 11 08:18:06 +0000 2019,MRT 🚄🚆🚇 @ MRT Stasiun Bunderan HI - Lebak Bulus https://t.co/PzyxLy1UTR,-6.1803,106.8233
egaviona,Sun Aug 11 08:12:26 +0000 2019,nyate...nyateee😍 @ Jakarta  Indonesia https://t.co/EL4O0e0F7Q,-6.1803,106.8233
gudang_lapak,Sun Aug 11 08:08:00 +0000 2019,"Selamat Hari Raya Idul Adha 1440 H

#iedmubarak #iedadha #harirayaiduladha #distibutorpengharumruangan… https://t.co/PzcJlvNc9O",-6.1803,106.8233
ranty_nade,Sun Aug 11 08:05:14 +0000 2019,Taqaballahu Minna Waminkum #family #togetherness #happyface #instadaily #daddyslittlemonkey #babyshanum #dudunk… https://t.co/fOoyP79ClQ,-6.1803,106.8233
